Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/WT2.sam
AT1G13240	0
AT1G13245	443
AT1G13250	463.33
AT1G13260	1585
AT1G13270	1993.50
AT1G13280	866
AT1G13290	0
AT1G13300	3
AT1G13310	3
AT1G13320	1146.50
AT1G13330	49
AT1G13340	168
AT1G13350	396
AT1G13360	1264
AT1G13370	4
AT1G13380	649.50
AT1G13390	652.50
AT1G13400	10
AT1G13410	27
AT1G13420	9
AT1G13430	11
AT1G13440	22459.92
AT1G13448	35
AT1G13450	277
AT1G13460	304.50
AT1G13470	456.50
AT1G13480	0.50
AT1G13485	0
AT1G13490	0
AT1G13500	0
AT1G13510	2
AT1G13520	2
AT1G13530	0
AT1G13540	6
AT1G13550	1
AT1G13560	1449.50
AT1G13570	218
AT1G13580	168
AT1G13590	0
AT1G13600	6
AT1G13605	1
AT1G13607	10.50
AT1G13608	23
AT1G13609	1609
AT1G13610	3
AT1G13620	2
AT1G13630	37
AT1G13635	7
AT1G13640	1065.50
AT1G13650	155
AT1G13670	31
AT1G13680	1
AT1G13690	328
AT1G13700	136
AT1G13710	82
AT1G13720	0
AT1G13730	448.50
AT1G13740	172
AT1G13750	268
AT1G13755	0
AT1G13760	0
AT1G13770	213.50
AT1G13780	86
AT1G13790	42
AT1G13800	5
AT1G13810	109.50
AT1G13820	1375.83
AT1G13830	20
AT1G13840	0
AT1G13850	0
AT1G13860	289.50
AT1G13870	261
AT1G13880	370.50
AT1G13890	0
AT1G13900	567.50
AT1G13910	97
AT1G13920	74
AT1G13930	17262.50
AT1G13940	178
AT1G13950	197.50
AT1G13960	334
AT1G13970	28
AT1G13980	617.50
AT1G13990	927.11
AT1G14000	1242.50
AT1G14010	597
AT1G14020	465
AT1G14030	925
AT1G14040	125.50
AT1G14048	0
AT1G14060	225.50
AT1G14070	79
AT1G14071	4.50
AT1G14080	7
AT1G14100	9
AT1G14110	0
AT1G14120	11
AT1G14130	151
AT1G14140	290
AT1G14150	3271.50
AT1G14160	74.50
AT1G14170	239
AT1G14180	163.50
AT1G14185	5
AT1G14190	20.50
AT1G14200	317.50
AT1G14205	93.50
AT1G14210	297.50
AT1G14220	0
AT1G14225	0
AT1G14230	461.82
AT1G14240	15
AT1G14250	541.18
AT1G14260	27.50
AT1G14270	1772.50
AT1G14280	570.50
AT1G14290	528
AT1G14300	203
AT1G14310	338.00
AT1G14315	4.50
AT1G14320	10352.92
AT1G14330	425.50
AT1G14340	387.50
AT1G14345	2771.50
AT1G14350	231.50
AT1G14360	686.50
AT1G14370	409.50
AT1G14380	398.50
AT1G14390	15
AT1G14400	2651.00
AT1G14410	650.50
AT1G14420	3
AT1G14430	302
AT1G14440	209.50
AT1G14450	1717.50
AT1G14455	4
AT1G14460	225.50
AT1G14470	11.50
AT1G14480	38.50
AT1G14490	10.50
AT1G14500	0
AT1G14510	865
AT1G14518	0
AT1G14520	116
AT1G14530	128
AT1G14540	15
AT1G14549	0
AT1G14550	0
AT1G14560	277.50
AT1G14570	957
AT1G14580	337.50
AT1G14590	284
AT1G14600	98
AT1G14610	1249
AT1G14620	236.50
AT1G14630	51
AT1G14640	43.08
AT1G14642	10
AT1G14650	990.92
AT1G14660	80
AT1G14670	2500.67
AT1G14680	13
AT1G14685	692.50
AT1G14686	3
AT1G14687	69
AT1G14688	0
AT1G14690	341
AT1G14700	464.50
AT1G14710	1167
AT1G14720	1206
AT1G14730	18.50
AT1G14740	1131
AT1G14750	15
AT1G14755	0
AT1G14760	1
AT1G14770	53
AT1G14780	15.50
AT1G14790	302
AT1G14800	29.50
AT1G14810	2156.83
AT1G14820	514
AT1G14830	1379.83
AT1G14840	391.50
AT1G14850	470.50
AT1G14860	0
AT1G14870	111
AT1G14880	6214.75
AT1G14890	225
AT1G14900	326
AT1G14910	801.50
AT1G14920	1778.33
AT1G14930	2
AT1G14940	0
AT1G14950	0
AT1G14960	0.50
AT1G14970	137
AT1G14980	1590
AT1G14990	251
AT1G15000	333.50
AT1G15002	15.50
AT1G15010	177
AT1G15015	0.50
AT1G15020	316
AT1G15030	741.67
AT1G15040	43
AT1G15045	0
AT1G15050	5
AT1G15060	617.50
AT1G15080	96
AT1G15090	0
AT1G15100	330
AT1G15110	103
AT1G15120	2690.00
AT1G15125	3303.50
AT1G15130	1264
AT1G15140	3501.67
AT1G15150	10.50
AT1G15160	56.25
AT1G15165	126.50
AT1G15170	328.67
AT1G15175	76
AT1G15180	1009.75
AT1G15190	22
AT1G15200	620
AT1G15210	9
AT1G15215	148
AT1G15220	119
AT1G15230	441
AT1G15240	530
AT1G15250	328
AT1G15260	574.17
AT1G15270	2150.58
AT1G15280	825
AT1G15290	1733.83
AT1G15310	63
AT1G15320	0
AT1G15330	1
AT1G15340	896.78
AT1G15350	334
AT1G15360	7
AT1G15370	565.50
AT1G15380	2
AT1G15385	0
AT1G15390	808.50
AT1G15400	774
AT1G15405	192
AT1G15410	530.50
AT1G15415	41.50
AT1G15420	245
AT1G15430	158
AT1G15440	403
AT1G15450	0
AT1G15460	3
AT1G15470	364
AT1G15480	155
AT1G15490	257
AT1G15500	3825.50
AT1G15510	151
AT1G15520	147
AT1G15530	331.50
AT1G15540	0
AT1G15550	100
AT1G15570	182
AT1G15580	64.50
AT1G15590	0
AT1G15600	0.50
AT1G15610	0
AT1G15620	7
AT1G15630	6
AT1G15640	1
AT1G15650	0
AT1G15660	219.50
AT1G15670	250
AT1G15680	0
AT1G15690	27310.50
AT1G15700	60.50
AT1G15710	452.50
AT1G15720	44
AT1G15730	961.50
AT1G15740	1075.83
AT1G15750	2990.50
AT1G15757	0
AT1G15760	30
AT1G15770	0
AT1G15772	0
AT1G15780	576
AT1G15790	125.50
AT1G15800	109
AT1G15810	1607.33
AT1G15820	78708.67
AT1G15825	55
AT1G15830	180.50
AT1G15840	0
AT1G15850	0
AT1G15860	666.00
AT1G15870	34
AT1G15880	447.17
AT1G15885	101
AT1G15890	79.25
AT1G15900	14
AT1G15910	330.00
AT1G15920	250.50
AT1G15930	3590.33
AT1G15940	214
AT1G15950	2070
AT1G15960	596
AT1G15970	378
AT1G15980	5821.50
AT1G15990	37
AT1G16000	355
AT1G16010	817.00
AT1G16020	372.67
AT1G16022	8.83
AT1G16025	8.83
AT1G16030	76
AT1G16040	176
AT1G16060	127.50
AT1G16070	27
AT1G16080	4914.00
AT1G16090	57.50
AT1G16100	0
AT1G16110	169.50
AT1G16120	5
AT1G16130	62
AT1G16150	4
AT1G16160	0
AT1G16170	313
AT1G16180	3267.00
AT1G16190	375.67
AT1G16210	941
AT1G16220	86.50
AT1G16225	1
AT1G16230	0
AT1G16240	1067.50
AT1G16250	209.83
AT1G16260	302
AT1G16270	460.50
AT1G16280	187.50
AT1G16290	1
AT1G16300	124
AT1G16310	62
AT1G16320	844.50
AT1G16330	11.50
AT1G16340	322
AT1G16350	828
AT1G16360	3.50
AT1G16370	45.50
AT1G16380	0.50
AT1G16390	209
AT1G16400	65
AT1G16410	2298.50
AT1G16420	50
AT1G16430	150
AT1G16440	0
AT1G16445	118
AT1G16450	0
AT1G16460	1071.00
AT1G16470	1465.08
AT1G16480	47
AT1G16489	6.50
AT1G16490	27.50
AT1G16500	417.50
AT1G16510	163
AT1G16515	30
AT1G16520	336
AT1G16530	50
AT1G16540	123
AT1G16560	1230.50
AT1G16570	269.50
AT1G16590	97
AT1G16610	956
AT1G16630	59
AT1G16635	5
AT1G16640	41
AT1G16650	118
AT1G16670	281
AT1G16680	227
AT1G16690	168
AT1G16700	1441.67
AT1G16705	11
AT1G16710	442.33
AT1G16720	4443.00
AT1G16730	309.50
AT1G16740	530
AT1G16750	278
AT1G16760	0.83
AT1G16770	15
AT1G16780	367
AT1G16790	241.50
AT1G16800	89.50
AT1G16810	816.50
AT1G16820	53.50
AT1G16825	107
AT1G16830	23
AT1G16840	798.50
AT1G16850	123
AT1G16858	547.00
AT1G16860	547.00
AT1G16870	428
AT1G16880	13867.17
AT1G16890	2044.33
AT1G16900	369
AT1G16905	0
AT1G16910	0
AT1G16916	295.50
AT1G16920	737.50
AT1G16930	79
AT1G16940	0
AT1G16950	0
AT1G16960	183
AT1G16970	191.50
AT1G16980	0
AT1G17000	0
AT1G17010	0
AT1G17020	24
AT1G17030	9
AT1G17040	109
AT1G17050	784
AT1G17060	70
AT1G17070	216.83
AT1G17080	970.33
AT1G17090	223
AT1G17100	3106
AT1G17110	464.50
AT1G17120	728
AT1G17130	546.67
AT1G17140	862.17
AT1G17145	233
AT1G17147	78
AT1G17150	0
AT1G17160	770
AT1G17170	31
AT1G17180	3
AT1G17190	114
AT1G17200	1641
AT1G17210	1275.83
AT1G17220	7148.00
AT1G17230	144.33
AT1G17232	30
AT1G17235	4.50
AT1G17240	13
AT1G17250	66.50
AT1G17255	79.50
AT1G17260	21
AT1G17270	117
AT1G17280	496
AT1G17285	0
AT1G17290	4093
AT1G17300	0
AT1G17310	0
AT1G17330	366.50
AT1G17340	520
AT1G17345	12
AT1G17350	176.00
AT1G17360	401.50
AT1G17370	1582
AT1G17380	159
AT1G17400	1
AT1G17410	117
AT1G17420	1505.50
AT1G17430	300.50
AT1G17440	605.83
AT1G17450	237.50
AT1G17455	197
AT1G17460	71.50
AT1G17470	1749.50
AT1G17480	32.50
AT1G17490	202
AT1G17500	328.50
AT1G17510	264.50
AT1G17520	173.50
AT1G17530	467
AT1G17540	0
AT1G17545	0
AT1G17550	1018.50
AT1G17560	104
AT1G17570	0
AT1G17580	382
AT1G17590	64.50
AT1G17600	262.50
AT1G17610	161.50
AT1G17615	3
AT1G17620	1416
AT1G17630	58
AT1G17640	88.50
AT1G17650	1362.50
AT1G17660	0
AT1G17665	215
AT1G17670	0
AT1G17680	213
AT1G17690	295
AT1G17700	41
AT1G17710	18
AT1G17720	1317
AT1G17730	498.50
AT1G17744	186.50
AT1G17745	1044.50
AT1G17750	49
AT1G17760	251
AT1G17770	0.50
AT1G17780	247
AT1G17790	159.33
AT1G17800	0
AT1G17810	4
AT1G17820	252
AT1G17830	47
AT1G17840	2189.50
AT1G17850	425
AT1G17860	140.33
AT1G17870	70.83
AT1G17880	2481.25
AT1G17890	922
AT1G17910	0
AT1G17920	65
AT1G17930	111
AT1G17940	176.50
AT1G17950	13
AT1G17960	4
AT1G17970	304.50
AT1G17980	506
AT1G17990	406.58
AT1G18000	704
AT1G18010	694.25
AT1G18020	408.25
AT1G18030	163
AT1G18040	138.50
AT1G18050	0
AT1G18060	2432
AT1G18070	1825.50
AT1G18075	80
AT1G18080	7514.33
AT1G18090	124.50
AT1G18100	35.50
AT1G18130	0
AT1G18140	34
AT1G18150	1349.67
AT1G18160	782
AT1G18170	1556.50
AT1G18180	80
AT1G18190	154.50
AT1G18200	59.67
AT1G18210	2775.50
AT1G18220	0
AT1G18250	459.50
AT1G18260	1072.50
AT1G18265	47
AT1G18270	607
AT1G18280	0
AT1G18290	0
AT1G18300	156
AT1G18310	0
AT1G18320	27.50
AT1G18330	112.75
AT1G18335	68
AT1G18340	189.50
AT1G18350	25
AT1G18360	560.50
AT1G18370	82
AT1G18382	21.50
AT1G18390	227.00
AT1G18400	300
AT1G18410	0
AT1G18415	44.50
AT1G18420	44.50
AT1G18430	0
AT1G18440	399
AT1G18450	583.50
AT1G18460	534
AT1G18470	987
AT1G18480	385
AT1G18485	244.50
AT1G18486	0
AT1G18490	330.50
AT1G18500	1452.50
AT1G18510	0
AT1G18520	0
AT1G18530	2.50
AT1G18540	4102.00
AT1G18550	62
AT1G18560	80.50
AT1G18570	460
AT1G18580	307.50
AT1G18590	395.50
AT1G18600	607.50
AT1G18610	185
AT1G18620	591.50
AT1G18630	236.50
AT1G18640	934
AT1G18650	435
AT1G18660	830
AT1G18670	313.17
AT1G18680	140
AT1G18690	133
AT1G18700	541.50
AT1G18710	133
AT1G18720	1752.75
AT1G18730	2763.92
AT1G18735	1074.42
AT1G18740	1126.50
AT1G18745	83.50
AT1G18750	78
AT1G18760	0
AT1G18770	0
AT1G18773	63
AT1G18780	0
AT1G18790	0
AT1G18800	326
AT1G18810	252.50
AT1G18820	0
AT1G18830	4
AT1G18835	3
AT1G18840	278.50
AT1G18850	167
AT1G18860	5
AT1G18870	55.50
AT1G18871	0.50
AT1G18879	0
AT1G18880	62.50
AT1G18890	983.33
AT1G18900	345
AT1G18910	138
AT1G18940	23
AT1G18950	376.33
AT1G18960	0
AT1G18970	0
AT1G18980	1
AT1G18990	4
AT1G19000	2976
AT1G19010	109
AT1G19020	611
AT1G19025	45
AT1G19040	0
AT1G19050	627.83
AT1G19060	0
AT1G19070	9.50
AT1G19080	148
AT1G19086	0
AT1G19090	0
AT1G19100	180
AT1G19110	704
AT1G19115	0
AT1G19120	413.17
AT1G19130	1042.17
AT1G19140	461
AT1G19150	4445.33
AT1G19160	4
AT1G19170	362.50
AT1G19180	640.50
AT1G19190	6
AT1G19200	34
AT1G19210	7
AT1G19220	118
AT1G19230	11
AT1G19240	206
AT1G19250	29
AT1G19260	0
AT1G19270	246
AT1G19290	84
AT1G19300	589
AT1G19310	340
AT1G19320	11
AT1G19330	253.50
AT1G19340	120
AT1G19350	2551
AT1G19360	504
AT1G19370	445
AT1G19371	0
AT1G19373	0
AT1G19376	6
AT1G19380	618
AT1G19390	0
AT1G19394	23.83
AT1G19396	48.33
AT1G19397	38.83
AT1G19400	950
AT1G19410	2
AT1G19430	395.50
AT1G19440	905
AT1G19450	1360
AT1G19460	0.50
AT1G19464	0
AT1G19470	0
AT1G19480	204
AT1G19485	222.00
AT1G19490	57
AT1G19500	0
AT1G19510	72
AT1G19520	386
AT1G19530	8
AT1G19540	37
AT1G19550	80.25
AT1G19570	4088.25
AT1G19580	759
AT1G19600	744.50
AT1G19610	14
AT1G19620	25
AT1G19630	30.50
AT1G19640	69
AT1G19650	313.50
AT1G19660	3307.00
AT1G19670	5944
AT1G19680	584
AT1G19690	325
AT1G19700	337.50
AT1G19710	241
AT1G19715	669.67
AT1G19720	482.33
AT1G19730	250
AT1G19740	2815.50
AT1G19750	8
AT1G19770	1578.25
AT1G19780	3
AT1G19790	6
AT1G19800	792
AT1G19830	18.50
AT1G19835	597.50
AT1G19840	49.50
AT1G19850	159
AT1G19860	298.50
AT1G19870	637
AT1G19880	813.50
AT1G19890	0
AT1G19900	0
AT1G19910	5436.50
AT1G19920	2751.83
AT1G19930	0
AT1G19940	42
AT1G19950	258.50
AT1G19960	2531
AT1G19968	5.50
AT1G19970	134.50
AT1G19980	46
AT1G19990	101
AT1G20000	0
AT1G20010	4088.83
AT1G20015	1
AT1G20020	20342.67
AT1G20030	235.50
AT1G20040	0.50
AT1G20050	1279
AT1G20060	30.50
AT1G20065	9
AT1G20070	408.50
AT1G20080	6
AT1G20090	1283.00
AT1G20100	878
AT1G20110	1604
AT1G20120	12
AT1G20130	1.50
AT1G20132	0.50
AT1G20135	0
AT1G20140	215.50
AT1G20150	1
AT1G20160	64
AT1G20170	0
AT1G20180	2
AT1G20190	1107.50
AT1G20200	1495.50
AT1G20210	0
AT1G20220	1111.50
AT1G20225	802.50
AT1G20230	49
AT1G20240	0.50
AT1G20250	0
AT1G20260	4061.50
AT1G20270	327
AT1G20280	0
AT1G20290	12.50
AT1G20300	221.83
AT1G20310	27
AT1G20320	0
AT1G20330	3433.50
AT1G20340	84715.31
AT1G20350	138
AT1G20360	0
AT1G20370	233
AT1G20375	0
AT1G20380	99.25
AT1G20400	1
AT1G20405	1
AT1G20410	200.00
AT1G20420	0
AT1G20430	483
AT1G20440	3776.08
AT1G20450	3191.67
AT1G20460	147
AT1G20470	62
AT1G20480	23
AT1G20490	163
AT1G20500	2.50
AT1G20510	2170.25
AT1G20515	17.83
AT1G20520	15.83
AT1G20530	16
AT1G20540	371.50
AT1G20550	87
AT1G20560	634.50
AT1G20570	17
AT1G20575	292
AT1G20580	1079.00
AT1G20590	4.30
AT1G20600	0.50
AT1G20610	55.20
AT1G20620	54374.58
AT1G20630	1074.33
AT1G20640	324.50
AT1G20650	386.50
AT1G20670	311
AT1G20680	1
AT1G20690	24.33
AT1G20691	24.33
AT1G20693	4089.50
AT1G20696	3075.75
AT1G20700	0
AT1G20710	0
AT1G20720	64.50
AT1G20730	0
AT1G20735	0
AT1G20740	0
AT1G20750	1
AT1G20760	1115
AT1G20770	551.50
AT1G20780	704
AT1G20790	0
AT1G20795	0
AT1G20800	0
AT1G20810	1282
AT1G20816	165.50
AT1G20820	0
AT1G20823	287
AT1G20830	442
AT1G20840	1633
AT1G20850	263
AT1G20860	0
AT1G20870	27
AT1G20875	0
AT1G20880	157
AT1G20890	149
AT1G20900	16
AT1G20910	306.33
AT1G20920	520
AT1G20925	0
AT1G20930	159
AT1G20940	0
AT1G20950	1141.00
AT1G20960	2091
AT1G20967	0
AT1G20970	526
AT1G20980	1671.50
AT1G20990	1
AT1G21000	483
AT1G21010	194
AT1G21050	274.50
AT1G21060	267
AT1G21065	2025.50
AT1G21070	236.50
AT1G21080	869.50
AT1G21090	80.50
AT1G21100	285.69
AT1G21110	131.10
AT1G21120	288.48
AT1G21130	8397.06
AT1G21140	21.33
AT1G21150	55
AT1G21160	263.50
AT1G21170	327.50
AT1G21190	533
AT1G21200	145
AT1G21202	0
AT1G21210	2
AT1G21230	1.67
AT1G21240	206.92
AT1G21245	10.00
AT1G21250	5306.33
AT1G21270	2666.25
AT1G21280	111.33
AT1G21281	0
AT1G21310	2465.67
AT1G21320	16.25
AT1G21323	0
AT1G21326	12.75
AT1G21327	0
AT1G21340	1
AT1G21350	948.50
AT1G21360	2
AT1G21370	301.50
AT1G21380	949
AT1G21390	86.50
AT1G21395	0
AT1G21400	336
AT1G21410	200
AT1G21420	0
AT1G21430	5.50
AT1G21440	1073
AT1G21450	352
AT1G21460	504.50
AT1G21470	6
AT1G21475	0
AT1G21480	283
AT1G21500	4958
AT1G21510	16
AT1G21520	278.50
AT1G21528	0
AT1G21529	0
AT1G21530	0
AT1G21540	99
AT1G21550	102
AT1G21560	208.50
AT1G21580	816.50
AT1G21590	1324
AT1G21600	3108
AT1G21610	327
AT1G21620	0
AT1G21630	1719.50
AT1G21640	1376
AT1G21650	532
AT1G21651	74.50
AT1G21660	782.50
AT1G21670	704
AT1G21680	2691
AT1G21690	338
AT1G21695	19.50
AT1G21700	362.50
AT1G21710	291
AT1G21720	1237.50
AT1G21722	0
AT1G21730	192.83
AT1G21738	0
AT1G21740	92
AT1G21750	2313.50
AT1G21760	449.17
AT1G21770	798.92
AT1G21780	1321.92
AT1G21790	200
AT1G21800	0
AT1G21810	18
AT1G21830	221
AT1G21835	0
AT1G21840	102
AT1G21850	0
AT1G21860	0
AT1G21864	0
AT1G21866	0
AT1G21870	0
AT1G21880	612
AT1G21890	13
AT1G21900	725
AT1G21910	529.33
AT1G21920	620
AT1G21925	0
AT1G21928	0
AT1G21930	231
AT1G21940	1
AT1G21950	0
AT1G21960	0
AT1G21970	0
AT1G21975	0
AT1G21980	446
AT1G21990	0
AT1G22000	2
AT1G22010	0
AT1G22015	0
AT1G22020	514.50
AT1G22030	77
AT1G22040	276
AT1G22050	180.50
AT1G22060	483.50
AT1G22065	11
AT1G22067	0
AT1G22070	931.50
AT1G22080	0
AT1G22090	0
AT1G22100	0
AT1G22110	14
AT1G22120	0
AT1G22130	0
AT1G22140	476.75
AT1G22150	2
AT1G22160	216
AT1G22170	100
AT1G22180	237.33
AT1G22190	962.33
AT1G22200	771
AT1G22210	0
AT1G22220	36.50
AT1G22230	20
AT1G22240	0
AT1G22250	116.50
AT1G22260	9.50
AT1G22270	529
AT1G22275	7
AT1G22280	1251.00
AT1G22290	0
AT1G22300	3616.83
AT1G22310	117
AT1G22320	0.50
AT1G22330	389.50
AT1G22340	29
AT1G22360	1409.50
AT1G22370	326.50
AT1G22380	43
AT1G22400	861.50
AT1G22403	71.75
AT1G22410	3691.33
AT1G22420	0
AT1G22430	847
AT1G22440	3.33
AT1G22450	1426
AT1G22460	0
AT1G22470	10
AT1G22480	0
AT1G22490	46
AT1G22500	165.50
AT1G22510	237
AT1G22520	651.50
AT1G22530	3611.00
AT1G22540	436
AT1G22550	196.50
AT1G22570	488.50
AT1G22590	540.50
AT1G22600	8
AT1G22610	1339.50
AT1G22620	479
AT1G22630	2188.67
AT1G22640	198.50
AT1G22650	483.50
AT1G22651	0
AT1G22660	185
AT1G22670	1
AT1G22680	2
AT1G22690	1647.50
AT1G22700	2586.33
AT1G22710	2491.50
AT1G22720	0
AT1G22730	514
AT1G22740	279.50
AT1G22750	1089.50
AT1G22760	1
AT1G22767	0
AT1G22770	655.50
AT1G22780	2685.50
AT1G22790	488.50
AT1G22800	280
AT1G22810	18.50
AT1G22830	62
AT1G22840	2431
AT1G22850	2577.50
AT1G22860	324
AT1G22870	270
AT1G22880	234
AT1G22882	553
AT1G22885	282
AT1G22890	568
AT1G22900	42
AT1G22910	573.00
AT1G22920	781
AT1G22930	1536
AT1G22940	738.50
AT1G22950	282.50
AT1G22960	127
AT1G22970	266.50
AT1G22980	5
AT1G22985	83
AT1G22990	3
AT1G23000	45
AT1G23010	50
AT1G23020	1777.50
AT1G23030	1614
AT1G23037	0
AT1G23040	148.50
AT1G23050	15
AT1G23052	15
AT1G23060	11
AT1G23070	0
AT1G23074	0
AT1G23080	2483.33
AT1G23090	1695.83
AT1G23100	103
AT1G23110	12
AT1G23120	7
AT1G23130	14716.83
AT1G23140	140
AT1G23145	0
AT1G23147	0
AT1G23149	24
AT1G23150	24
AT1G23160	0
AT1G23170	272.50
AT1G23180	757
AT1G23190	2337.75
AT1G23200	49.50
AT1G23201	0
AT1G23205	599
AT1G23210	0
AT1G23220	360
AT1G23230	531
AT1G23240	0.25
AT1G23250	0.25
AT1G23260	687.50
AT1G23270	0
AT1G23280	322.00
AT1G23290	3430
AT1G23300	0
AT1G23310	30774.08
AT1G23320	0
AT1G23330	188.50
AT1G23340	73
AT1G23350	7
AT1G23360	667.25
AT1G23380	59
AT1G23390	1747.50
AT1G23400	1072
AT1G23410	85
AT1G23420	0
AT1G23440	742
AT1G23450	8
AT1G23460	87
AT1G23465	16
AT1G23480	382.50
AT1G23490	7667.83
AT1G23500	0
AT1G23510	1
AT1G23520	0
AT1G23530	70
AT1G23540	8.50
AT1G23550	59.50
AT1G23560	11.50
AT1G23570	2
AT1G23580	2
AT1G23590	0
AT1G23600	0
AT1G23610	0
AT1G23640	0
AT1G23650	0
AT1G23660	0
AT1G23670	0
AT1G23680	0
AT1G23690	0
AT1G23700	10
AT1G23710	267
AT1G23720	0.50
AT1G23724	0
AT1G23730	53.00
AT1G23740	6317
AT1G23750	168
AT1G23760	0
AT1G23770	0
AT1G23780	668.83
AT1G23790	49
AT1G23800	104
AT1G23810	0
AT1G23820	2704.50
AT1G23830	114.50
AT1G23840	121
AT1G23850	52.33
AT1G23860	519
AT1G23870	264
AT1G23880	63.50
AT1G23890	80
AT1G23900	650
AT1G23910	2
AT1G23935	27
AT1G23940	13
AT1G23950	637
AT1G23960	867.50
AT1G23965	0.50
AT1G23970	199
AT1G23980	76
AT1G24000	1
AT1G24010	0
AT1G24020	3505
AT1G24030	81
AT1G24040	494
AT1G24050	1216.33
AT1G24060	0
AT1G24062	0
AT1G24068	0
AT1G24070	139.50
AT1G24080	0
AT1G24090	45
AT1G24095	64
AT1G24100	1225
AT1G24110	0
AT1G24120	603
AT1G24130	6
AT1G24140	332
AT1G24145	259
AT1G24147	1162.25
AT1G24148	509
AT1G24150	321
AT1G24159	0
AT1G24160	721.50
AT1G24170	2169.00
AT1G24180	1103
AT1G24190	409
AT1G24200	0
AT1G24210	23
AT1G24220	0
AT1G24230	0
AT1G24240	226.50
AT1G24250	0
AT1G24256	0
AT1G24260	23
AT1G24265	15
AT1G24267	660.00
AT1G24270	13
AT1G24280	365.50
AT1G24290	143.50
AT1G24300	608
AT1G24310	269.50
AT1G24320	24.50
AT1G24330	78.50
AT1G24340	282.83
AT1G24350	681.50
AT1G24360	2638.17
AT1G24380	1.50
AT1G24388	0
AT1G24390	0
AT1G24400	157
AT1G24405	9
AT1G24420	0
AT1G24430	0
AT1G24440	221
AT1G24450	203
AT1G24460	401.50
AT1G24470	39
AT1G24480	0
AT1G24485	0
AT1G24490	559.33
AT1G24510	2293.50
AT1G24520	0
AT1G24530	283
AT1G24540	0
AT1G24560	489
AT1G24570	0
AT1G24575	206.50
AT1G24577	58
AT1G24580	56
AT1G24590	0
AT1G24600	15.25
AT1G24610	703.75
AT1G24620	0
AT1G24625	295
AT1G24650	0
AT1G24706	490
AT1G24735	17
AT1G24764	453.50
AT1G24793	159.01
AT1G24800	421.26
AT1G24807	12.32
AT1G24822	315.13
AT1G24851	0.90
AT1G24880	689.12
AT1G24881	404.51
AT1G24909	12.22
AT1G24996	960.19
AT1G25025	0.90
AT1G25054	903.86
AT1G25055	405.08
AT1G25083	12.52
AT1G25097	681.71
AT1G25098	1260.75
AT1G25112	0.70
AT1G25141	4.70
AT1G25145	197.30
AT1G25150	411.45
AT1G25155	1.90
AT1G25175	889.08
AT1G25180	0.50
AT1G25210	64.30
AT1G25211	492.48
AT1G25220	1035.40
AT1G25230	456
AT1G25240	0
AT1G25250	107
AT1G25260	638
AT1G25270	0
AT1G25275	3772
AT1G25280	628.50
AT1G25290	409.17
AT1G25300	0
AT1G25310	0
AT1G25320	140
AT1G25330	2
AT1G25340	0
AT1G25350	963
AT1G25360	45
AT1G25370	119
AT1G25375	198
AT1G25380	581.25
AT1G25390	406.50
AT1G25400	322
AT1G25410	0
AT1G25420	640
AT1G25422	10
AT1G25425	110
AT1G25440	5191.67
AT1G25450	1133.50
AT1G25460	5.33
AT1G25470	93
AT1G25472	93
AT1G25480	169.50
AT1G25490	1963.50
AT1G25500	183
AT1G25510	101
AT1G25520	455.50
AT1G25530	70.50
AT1G25540	407.50
AT1G25550	1484
AT1G25560	1204.50
AT1G25570	826.50
AT1G25580	237
AT1G25682	352
AT1G25988	0
AT1G26090	413
AT1G26100	202.50
AT1G26110	3600.83
AT1G26120	463
AT1G26130	224.83
AT1G26140	2
AT1G26150	1517.83
AT1G26160	713.00
AT1G26170	359
AT1G26180	636
AT1G26190	242.67
AT1G26200	47
AT1G26208	277.33
AT1G26210	258.33
AT1G26218	412.00
AT1G26220	386.50
AT1G26230	547.50
AT1G26233	4
AT1G26235	1.50
AT1G26240	2.00
AT1G26250	1
AT1G26260	79
AT1G26270	625.50
AT1G26290	4.50
AT1G26300	275
AT1G26310	0
AT1G26320	0
AT1G26330	43.83
AT1G26340	258
AT1G26350	0
AT1G26355	1
AT1G26360	3
AT1G26370	295
AT1G26380	67
AT1G26390	63
AT1G26400	1
AT1G26410	12
AT1G26420	99
AT1G26430	0
AT1G26440	267
AT1G26450	49
AT1G26460	722.50
AT1G26470	450
AT1G26480	0.50
AT1G26490	0
AT1G26500	30.50
AT1G26510	5
AT1G26515	0
AT1G26520	109
AT1G26530	30
AT1G26540	36
AT1G26550	2174.50
AT1G26558	8
AT1G26560	397
AT1G26570	284.50
AT1G26580	993.50
AT1G26590	0
AT1G26600	35
AT1G26610	3
AT1G26620	220.50
AT1G26630	11016.08
AT1G26640	382.50
AT1G26650	382
AT1G26660	88
AT1G26665	407
AT1G26670	1716.50
AT1G26680	0
AT1G26690	387.50
AT1G26700	0
AT1G26710	0
AT1G26720	0
AT1G26730	144.50
AT1G26740	417
AT1G26750	421
AT1G26760	47.50
AT1G26761	392
AT1G26762	24
AT1G26770	2009.50
AT1G26771	0
AT1G26773	0
AT1G26780	10
AT1G26790	7
AT1G26795	0
AT1G26796	0
AT1G26797	0
AT1G26798	0
AT1G26799	0
AT1G26800	100.50
AT1G26810	86
AT1G26815	0
AT1G26820	66
AT1G26830	726.50
AT1G26840	92
AT1G26850	3290.33
