Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/R51.sam
AT3G43920	114.50
AT3G43930	5.50
AT3G43940	0
AT3G43950	0
AT3G43960	108
AT3G43970	0
AT3G43980	438.33
AT3G43990	0
AT3G44006	0
AT3G44010	2581.50
AT3G44020	423
AT3G44050	86
AT3G44060	0
AT3G44070	0
AT3G44080	0
AT3G44090	0
AT3G44091	3
AT3G44100	1443.50
AT3G44110	5201.33
AT3G44115	0
AT3G44120	18.50
AT3G44130	0
AT3G44140	0
AT3G44150	311
AT3G44160	379
AT3G44170	0
AT3G44171	0
AT3G44180	0
AT3G44190	573
AT3G44200	440
AT3G44210	0
AT3G44220	40
AT3G44230	0
AT3G44235	0
AT3G44240	0
AT3G44250	0
AT3G44260	594
AT3G44261	0
AT3G44280	351
AT3G44290	0
AT3G44300	723.70
AT3G44310	31947.55
AT3G44320	262.42
AT3G44326	23
AT3G44330	1368
AT3G44340	2046.00
AT3G44350	371
AT3G44370	305
AT3G44380	158
AT3G44400	470.83
AT3G44428	0
AT3G44430	717.50
AT3G44440	0
AT3G44444	0
AT3G44450	735.50
AT3G44460	0
AT3G44480	2326.42
AT3G44490	0
AT3G44510	10
AT3G44530	334
AT3G44540	19
AT3G44550	42
AT3G44560	0
AT3G44570	10
AT3G44580	4
AT3G44590	531.50
AT3G44600	507.50
AT3G44610	165.50
AT3G44620	1483.08
AT3G44630	1990.87
AT3G44660	1
AT3G44670	1890.87
AT3G44680	327.50
AT3G44690	74
AT3G44700	3
AT3G44704	0
AT3G44710	0
AT3G44713	31
AT3G44716	25
AT3G44718	0
AT3G44720	1641
AT3G44730	80
AT3G44735	517.50
AT3G44740	111
AT3G44750	685.50
AT3G44755	3
AT3G44760	0
AT3G44765	4
AT3G44770	14
AT3G44780	0
AT3G44783	0
AT3G44784	0
AT3G44785	0
AT3G44790	5
AT3G44798	165
AT3G44800	5
AT3G44805	1
AT3G44810	0
AT3G44820	199
AT3G44830	0
AT3G44840	0
AT3G44850	246.50
AT3G44860	921.50
AT3G44870	0
AT3G44880	2175.50
AT3G44890	5935.50
AT3G44900	6
AT3G44910	0
AT3G44920	0
AT3G44930	0
AT3G44935	0
AT3G44940	93
AT3G44950	0
AT3G44955	0
AT3G44960	29
AT3G44970	65
AT3G44980	0
AT3G44990	195
AT3G45000	1
AT3G45010	631.50
AT3G45020	59.50
AT3G45030	1530
AT3G45040	593.00
AT3G45050	898.50
AT3G45060	63.50
AT3G45070	16
AT3G45080	4
AT3G45090	381.50
AT3G45093	0
AT3G45100	249
AT3G45110	3
AT3G45130	52
AT3G45140	29335.25
AT3G45150	0
AT3G45160	505
AT3G45170	0
AT3G45180	0
AT3G45190	1089.67
AT3G45200	0
AT3G45210	313.50
AT3G45220	0
AT3G45230	172.50
AT3G45240	310.00
AT3G45242	308.00
AT3G45243	0
AT3G45245	0
AT3G45248	0
AT3G45252	0
AT3G45260	866.50
AT3G45275	0
AT3G45280	6
AT3G45285	0
AT3G45290	399.33
AT3G45300	659.50
AT3G45310	988
AT3G45320	0
AT3G45330	57
AT3G45390	25
AT3G45400	122
AT3G45410	64
AT3G45420	25
AT3G45430	56
AT3G45440	14
AT3G45443	128
AT3G45450	0
AT3G45460	0
AT3G45470	0
AT3G45480	0
AT3G45490	0
AT3G45500	0
AT3G45510	0
AT3G45525	0
AT3G45530	1
AT3G45540	0
AT3G45555	0
AT3G45560	0
AT3G45570	0
AT3G45577	0
AT3G45580	0
AT3G45590	48
AT3G45600	611
AT3G45610	27
AT3G45620	1495.75
AT3G45630	835
AT3G45638	34
AT3G45640	3760.25
AT3G45650	104
AT3G45660	6
AT3G45670	0
AT3G45673	0
AT3G45680	11
AT3G45690	0
AT3G45700	0
AT3G45710	20
AT3G45720	0
AT3G45730	217
AT3G45740	242.50
AT3G45750	113
AT3G45760	0
AT3G45770	970
AT3G45780	4235.50
AT3G45790	0
AT3G45800	0
AT3G45810	0
AT3G45820	1
AT3G45830	477.50
AT3G45840	1
AT3G45850	843.50
AT3G45851	11.50
AT3G45860	3768.50
AT3G45870	55
AT3G45880	71
AT3G45890	183.50
AT3G45900	243
AT3G45910	0
AT3G45920	0
AT3G45930	601.50
AT3G45935	0
AT3G45940	0
AT3G45950	0
AT3G45955	0
AT3G45960	12
AT3G45965	0
AT3G45970	1131
AT3G45980	2361.50
AT3G45990	24.75
AT3G46000	2046.50
AT3G46010	2641
AT3G46020	44
AT3G46030	1923
AT3G46040	1228.50
AT3G46050	0
AT3G46060	1810.50
AT3G46070	0
AT3G46080	333.50
AT3G46086	1
AT3G46090	527
AT3G46100	1059.00
AT3G46110	134.50
AT3G46120	0
AT3G46130	329
AT3G46140	3
AT3G46150	7.50
AT3G46160	0
AT3G46170	0
AT3G46180	162
AT3G46190	2
AT3G46200	128
AT3G46206	0
AT3G46210	181
AT3G46220	454.00
AT3G46230	23.50
AT3G46240	0
AT3G46260	0
AT3G46270	0
AT3G46280	29
AT3G46290	956
AT3G46300	5.50
AT3G46310	0
AT3G46320	562.50
AT3G46330	0
AT3G46340	0
AT3G46350	0
AT3G46360	0
AT3G46370	67
AT3G46380	0
AT3G46390	0
AT3G46400	0
AT3G46410	0
AT3G46420	0
AT3G46430	1302
AT3G46440	1218.50
AT3G46450	582.33
AT3G46460	529.50
AT3G46470	0
AT3G46480	2
AT3G46490	276
AT3G46500	3
AT3G46510	1875
AT3G46520	4
AT3G46530	1403
AT3G46540	1178.25
AT3G46550	637
AT3G46560	575.50
AT3G46570	0
AT3G46580	112
AT3G46585	0
AT3G46590	1151
AT3G46600	923
AT3G46610	482.40
AT3G46613	0
AT3G46614	0
AT3G46616	0
AT3G46620	528
AT3G46630	680.50
AT3G46640	783
AT3G46650	115
AT3G46658	39
AT3G46660	38
AT3G46666	12
AT3G46668	45
AT3G46670	302
AT3G46680	1
AT3G46690	59.50
AT3G46700	9
AT3G46710	0.50
AT3G46720	4
AT3G46730	4.50
AT3G46740	2996.50
AT3G46750	0
AT3G46760	0
AT3G46770	56
AT3G46780	13710.50
AT3G46790	289
AT3G46800	0
AT3G46810	0
AT3G46820	522.50
AT3G46830	905.50
AT3G46840	0
AT3G46850	0
AT3G46860	0
AT3G46870	217
AT3G46875	0
AT3G46880	7.50
AT3G46890	5.50
AT3G46900	110
AT3G46901	0
AT3G46904	0
AT3G46910	0
AT3G46920	207
AT3G46930	205.50
AT3G46940	344.50
AT3G46950	60.50
AT3G46960	363.50
AT3G46970	7456.50
AT3G46980	606.50
AT3G46990	97.33
AT3G47000	631.83
AT3G47010	374.50
AT3G47020	0
AT3G47030	6
AT3G47040	10.50
AT3G47050	49
AT3G47060	443
AT3G47070	7273.50
AT3G47080	708.50
AT3G47090	330
AT3G47100	14
AT3G47110	25
AT3G47120	207
AT3G47130	0
AT3G47140	0
AT3G47150	0
AT3G47160	427
AT3G47170	0
AT3G47180	5
AT3G47190	0
AT3G47200	2
AT3G47210	3
AT3G47220	13
AT3G47250	2908.00
AT3G47290	854.50
AT3G47295	135.50
AT3G47300	185.50
AT3G47340	82
AT3G47341	0
AT3G47342	27
AT3G47347	31.50
AT3G47348	138.50
AT3G47350	1051
AT3G47360	65.50
AT3G47370	1702.50
AT3G47380	236.33
AT3G47390	446
AT3G47400	15
AT3G47410	0
AT3G47420	877.50
AT3G47430	885.17
AT3G47440	23.50
AT3G47450	921.50
AT3G47460	155.67
AT3G47470	33903.67
AT3G47480	1524
AT3G47490	578.50
AT3G47500	406
AT3G47510	121
AT3G47520	2963.50
AT3G47530	75
AT3G47540	289.50
AT3G47543	0
AT3G47550	743
AT3G47560	440.50
AT3G47570	387.50
AT3G47580	112.50
AT3G47590	257.50
AT3G47600	188
AT3G47610	307
AT3G47620	968
AT3G47630	121
AT3G47640	173
AT3G47650	5015.50
AT3G47660	3.50
AT3G47670	469
AT3G47675	103.50
AT3G47680	306.50
AT3G47690	95
AT3G47700	274
AT3G47710	0
AT3G47720	4.50
AT3G47730	598.50
AT3G47740	0
AT3G47750	44
AT3G47760	0
AT3G47770	0
AT3G47780	595.50
AT3G47790	6
AT3G47800	2445.90
AT3G47810	2328
AT3G47820	424
AT3G47830	67
AT3G47833	848
AT3G47836	293.50
AT3G47840	20
AT3G47850	319
AT3G47860	2375
AT3G47870	0
AT3G47890	694.75
AT3G47910	1144.75
AT3G47920	0
AT3G47930	536.50
AT3G47940	121.50
AT3G47950	93
AT3G47960	2479.17
AT3G47965	88.50
AT3G47980	11
AT3G47990	454
AT3G48000	4783.50
AT3G48010	3
AT3G48020	91.50
AT3G48030	464.50
AT3G48040	128
AT3G48050	1611.00
AT3G48057	0
AT3G48060	673.08
AT3G48070	795.50
AT3G48080	627.50
AT3G48090	2261.22
AT3G48100	224
AT3G48110	2037
AT3G48115	429.33
AT3G48120	195
AT3G48131	0
AT3G48140	6201.50
AT3G48150	112
AT3G48160	62.50
AT3G48170	1729
AT3G48180	6
AT3G48185	34
AT3G48190	489.50
AT3G48195	405
AT3G48200	2676.50
AT3G48201	2
AT3G48205	0
AT3G48208	0
AT3G48209	0
AT3G48210	147.33
AT3G48220	0
AT3G48230	0
AT3G48231	0
AT3G48237	0
AT3G48240	9
AT3G48250	108
AT3G48260	3
AT3G48270	0
AT3G48275	0
AT3G48280	73
AT3G48290	5
AT3G48298	1.50
AT3G48300	4.50
AT3G48310	745
AT3G48320	598.50
AT3G48330	427.50
AT3G48340	0
AT3G48344	0
AT3G48346	0
AT3G48350	269
AT3G48360	1815
AT3G48380	553.50
AT3G48390	52
AT3G48400	2
AT3G48410	62
AT3G48420	4376.62
AT3G48425	173
AT3G48430	380
AT3G48440	161
AT3G48450	2
AT3G48460	458.50
AT3G48470	128.50
AT3G48480	20
AT3G48490	70
AT3G48500	985.00
AT3G48510	10
AT3G48515	0
AT3G48520	12
AT3G48530	879.50
AT3G48540	27
AT3G48550	58
AT3G48560	6270.33
AT3G48570	321
AT3G48580	11
AT3G48590	544
AT3G48600	51.50
AT3G48610	812.83
AT3G48620	0
AT3G48630	131
AT3G48640	161.50
AT3G48660	18
AT3G48670	462.50
AT3G48675	0
AT3G48680	967.50
AT3G48690	3077.50
AT3G48700	5
AT3G48710	405
AT3G48720	1316.50
AT3G48730	5448.29
AT3G48740	2982
AT3G48745	0
AT3G48750	1248
AT3G48760	1241.50
AT3G48770	17
AT3G48780	816
AT3G48790	5
AT3G48800	232.50
AT3G48810	94
AT3G48820	258
AT3G48830	104
AT3G48840	8
AT3G48850	201
AT3G48860	712.50
AT3G48870	2239.50
AT3G48880	365.50
AT3G48890	1735.50
AT3G48900	26.50
AT3G48920	7
AT3G48930	4112.50
AT3G48940	0
AT3G48950	0
AT3G48960	1
AT3G48970	16
AT3G48980	82
AT3G48990	5656.50
AT3G49000	311
AT3G49010	7003
AT3G49020	0
AT3G49030	0
AT3G49040	0
AT3G49050	363
AT3G49051	2
AT3G49055	8.50
AT3G49060	531
AT3G49070	17
AT3G49080	644.50
AT3G49100	258
AT3G49110	611.25
AT3G49115	0
AT3G49120	13842.92
AT3G49130	18
AT3G49140	1326.50
AT3G49142	37
AT3G49150	0
AT3G49160	66
AT3G49170	126
AT3G49180	236
AT3G49190	20
AT3G49200	0
AT3G49210	155.50
AT3G49220	2720.67
AT3G49230	0
AT3G49240	264.50
AT3G49250	199
AT3G49260	544.50
AT3G49270	0
AT3G49290	238.50
AT3G49300	1
AT3G49305	0
AT3G49307	0
AT3G49310	513.50
AT3G49320	107.50
AT3G49330	24
AT3G49340	452.25
AT3G49350	629
AT3G49360	272
AT3G49370	140
AT3G49380	5
AT3G49390	939.80
AT3G49400	76
AT3G49410	20
AT3G49420	149.50
AT3G49430	1022
AT3G49440	0
AT3G49450	0
AT3G49460	0
AT3G49470	1813.50
AT3G49480	1.50
AT3G49490	1222
AT3G49500	526.83
AT3G49510	21
AT3G49520	0
AT3G49530	1094
AT3G49540	2
AT3G49550	100.83
AT3G49551	26.83
AT3G49560	1611
AT3G49570	82
AT3G49580	219
AT3G49590	368.50
AT3G49600	420
AT3G49601	750.67
AT3G49610	0
AT3G49620	20
AT3G49630	0
AT3G49640	219.50
AT3G49645	154
AT3G49650	95
AT3G49660	93
AT3G49668	109
AT3G49670	1271.83
AT3G49680	2063.00
AT3G49690	9
AT3G49700	0
AT3G49710	101.50
AT3G49720	2880.17
AT3G49725	230.50
AT3G49730	134
AT3G49740	41.33
AT3G49744	0
AT3G49750	19
AT3G49760	0
AT3G49770	0
AT3G49780	1081.50
AT3G49790	183
AT3G49796	0
AT3G49800	817.83
AT3G49810	285.50
AT3G49820	1
AT3G49830	2
AT3G49840	74
AT3G49845	0
AT3G49850	307.50
AT3G49860	3
AT3G49870	874.50
AT3G49880	243
AT3G49890	92.50
AT3G49900	122.50
AT3G49910	5833.83
AT3G49920	55
AT3G49925	0
AT3G49930	32
AT3G49940	304.50
AT3G49950	20
AT3G49960	0
AT3G49970	6
AT3G49980	1
AT3G49990	613.50
AT3G50000	1303
AT3G50010	24
AT3G50020	0
AT3G50022	0
AT3G50030	3
AT3G50040	27
AT3G50050	133
AT3G50060	678
AT3G50070	178
AT3G50080	295
AT3G50090	0
AT3G50100	46
AT3G50110	145
AT3G50120	68
AT3G50123	0
AT3G50130	6
AT3G50140	75.08
AT3G50150	0.33
AT3G50160	1
AT3G50170	10
AT3G50180	0.33
AT3G50190	7.75
AT3G50200	7
AT3G50210	375.50
AT3G50220	14
AT3G50230	2
AT3G50240	504
AT3G50250	0
AT3G50260	90
AT3G50270	482
AT3G50280	117
AT3G50290	1
AT3G50300	5
AT3G50310	3
AT3G50320	0
AT3G50330	0
AT3G50337	0
AT3G50340	238
AT3G50350	117.50
AT3G50360	662.67
AT3G50370	2311
AT3G50373	0
AT3G50380	744.50
AT3G50390	1
AT3G50400	1
AT3G50410	29
AT3G50420	35.50
AT3G50430	177.00
AT3G50440	468
AT3G50450	1
AT3G50460	2
AT3G50470	261
AT3G50480	11650.25
AT3G50500	2373.50
AT3G50505	0
AT3G50510	0
AT3G50520	437.50
AT3G50530	804.50
AT3G50540	0
AT3G50550	340.50
AT3G50560	117
AT3G50570	48
AT3G50580	0
AT3G50590	1934.50
AT3G50610	0
AT3G50620	86
AT3G50630	150
AT3G50640	4
AT3G50650	471.50
AT3G50651	0
AT3G50660	388.50
AT3G50665	0
AT3G50670	1058.50
AT3G50674	0
AT3G50682	0
AT3G50685	1645
AT3G50690	707
AT3G50695	0
AT3G50700	351
AT3G50710	0
AT3G50720	0
AT3G50730	0
AT3G50740	425
AT3G50750	389
AT3G50751	0
AT3G50760	183
AT3G50764	0
AT3G50770	623
AT3G50780	244.50
AT3G50790	930.50
AT3G50800	115
AT3G50808	0
AT3G50810	99
AT3G50820	27859.67
AT3G50825	49
AT3G50830	1179.50
AT3G50835	0
AT3G50840	104
AT3G50845	68
AT3G50850	34.50
AT3G50860	176.50
AT3G50870	12
AT3G50880	228.50
AT3G50890	79.67
AT3G50895	0
AT3G50900	232
AT3G50910	777.50
AT3G50920	512.50
AT3G50925	0
AT3G50930	1564
AT3G50940	18
AT3G50950	4651.50
AT3G50960	103.50
AT3G50970	99.50
AT3G50980	0
AT3G50990	1
AT3G51000	1499
AT3G51010	793.83
AT3G51020	1
AT3G51030	53
AT3G51040	226
AT3G51050	1173
AT3G51057	0
AT3G51060	12.67
AT3G51070	52
AT3G51075	46
AT3G51080	131
AT3G51090	95
AT3G51100	472.50
AT3G51110	200.83
AT3G51120	605
AT3G51130	756
AT3G51135	0.50
AT3G51140	1509.00
AT3G51150	334
AT3G51160	1155
AT3G51171	0.50
AT3G51180	56
AT3G51190	2
AT3G51200	2
AT3G51210	0
AT3G51220	46
AT3G51230	38
AT3G51238	781.50
AT3G51240	781.50
AT3G51250	805.50
AT3G51260	2445.50
AT3G51265	0
AT3G51270	611
AT3G51280	157
AT3G51290	68.50
AT3G51300	15.50
AT3G51310	1159.50
AT3G51320	134.50
AT3G51325	2
AT3G51330	1086.25
AT3G51340	82.25
AT3G51350	38.50
AT3G51360	7
AT3G51370	2463.50
AT3G51375	0
AT3G51380	14
AT3G51390	234.83
AT3G51400	48.83
AT3G51410	1
AT3G51420	1340.00
AT3G51430	1275
AT3G51440	407.50
AT3G51450	602.83
AT3G51460	1115.83
AT3G51470	228.50
AT3G51480	80
AT3G51490	7.50
AT3G51500	206
AT3G51510	2535
AT3G51520	648.33
AT3G51530	94.50
AT3G51540	8
AT3G51550	4406
AT3G51560	0
AT3G51570	0
AT3G51580	463.50
AT3G51590	0
AT3G51600	6325.83
AT3G51610	543
AT3G51620	528
AT3G51630	451.50
AT3G51632	451.50
AT3G51636	0
AT3G51640	500.58
AT3G51642	0
AT3G51644	0
AT3G51650	448.42
AT3G51660	891
AT3G51670	1648.50
AT3G51680	0
AT3G51690	0
AT3G51700	0
AT3G51710	31
AT3G51720	200.50
AT3G51730	2582
AT3G51740	235
AT3G51750	162
AT3G51760	73.50
AT3G51770	653.50
AT3G51780	498
AT3G51790	325.33
AT3G51800	2331.00
AT3G51810	0
AT3G51820	6240.00
AT3G51830	537.50
AT3G51840	2393.50
AT3G51850	1202
AT3G51860	3019.00
AT3G51870	705
AT3G51880	1041
AT3G51890	583.50
AT3G51895	306
AT3G51910	43.50
AT3G51915	0
AT3G51920	2385
AT3G51930	51.50
AT3G51940	125
AT3G51950	2381.50
AT3G51960	85
AT3G51970	89.50
AT3G51980	681
AT3G51990	166
AT3G52000	0
AT3G52010	0
AT3G52020	0
AT3G52030	329.50
AT3G52040	302.50
AT3G52050	393.50
AT3G52060	774
AT3G52070	51.67
AT3G52072	60.67
AT3G52080	2
AT3G52090	802.50
AT3G52100	265
AT3G52105	191.50
AT3G52110	159.50
AT3G52115	40.50
AT3G52120	1061
AT3G52130	6
AT3G52140	1609
AT3G52150	5718.50
AT3G52155	813.75
AT3G52160	12.25
AT3G52170	187
AT3G52180	2451.00
AT3G52190	370.50
AT3G52200	1221
AT3G52210	272.67
AT3G52220	870.17
AT3G52230	1964
AT3G52240	536.50
AT3G52250	969.50
AT3G52260	155
AT3G52270	2
AT3G52280	387
AT3G52285	0
AT3G52290	270
AT3G52300	4668.50
AT3G52302	0.50
AT3G52310	6
AT3G52320	0
AT3G52330	0
AT3G52340	573
AT3G52345	5
AT3G52350	0
AT3G52360	274
AT3G52370	435.50
AT3G52380	5918.50
AT3G52390	330
AT3G52400	2455.50
AT3G52420	145
AT3G52430	1930.33
AT3G52440	0
AT3G52450	16
AT3G52460	36
AT3G52470	1141.50
AT3G52480	94
AT3G52490	61
AT3G52500	3052
AT3G52510	4
AT3G52520	71
AT3G52525	14
AT3G52530	13
AT3G52535	131
AT3G52540	71
AT3G52550	53
AT3G52560	1392.50
AT3G52561	2.50
AT3G52565	1
AT3G52570	238.50
AT3G52580	991.50
AT3G52590	5531.83
AT3G52600	4
AT3G52605	156.50
AT3G52610	329.50
AT3G52620	0
AT3G52630	150
AT3G52640	929.17
AT3G52660	489
AT3G52670	27
AT3G52680	75
AT3G52690	0
AT3G52700	0.50
AT3G52710	816.50
AT3G52720	822
AT3G52730	1914.33
AT3G52740	311.50
AT3G52742	28.50
AT3G52748	52
AT3G52750	1777
AT3G52760	323.50
AT3G52765	0
AT3G52770	23
AT3G52780	0
AT3G52790	3
AT3G52800	2044.12
AT3G52810	0
AT3G52820	5
AT3G52830	0
AT3G52840	1186.08
AT3G52850	3382
AT3G52860	277.50
AT3G52870	1166.50
AT3G52880	8985.00
AT3G52890	395
AT3G52900	100.50
AT3G52905	86.50
AT3G52910	116.67
AT3G52920	688.50
AT3G52930	9895.50
AT3G52940	450
AT3G52941	0
AT3G52950	587
AT3G52955	0
AT3G52960	5461
AT3G52970	0
AT3G52980	0
AT3G52990	5459.67
AT3G53000	312
AT3G53010	49
AT3G53015	0
AT3G53016	0
AT3G53020	4676.42
AT3G53030	276.20
AT3G53040	0
AT3G53050	0
AT3G53060	0
AT3G53065	8
AT3G53070	0
AT3G53075	0
AT3G53080	1
AT3G53090	441.92
AT3G53100	154.67
AT3G53110	1639.50
AT3G53120	445
AT3G53130	1138
AT3G53140	4.50
AT3G53150	238
AT3G53160	14
AT3G53170	83.00
AT3G53180	1616
AT3G53190	602.50
AT3G53200	0
AT3G53210	71
AT3G53220	56
AT3G53230	400.50
AT3G53232	76
AT3G53235	13.50
AT3G53240	182.50
AT3G53250	10
AT3G53260	1665
AT3G53270	437.00
AT3G53280	554
AT3G53290	0
AT3G53294	0.50
AT3G53300	0
AT3G53305	0
AT3G53310	153.50
AT3G53320	104
AT3G53330	0
AT3G53340	324.50
AT3G53342	0
AT3G53350	123
AT3G53360	64
AT3G53365	16
AT3G53370	132
AT3G53380	154
AT3G53390	437
AT3G53400	282.33
AT3G53402	282.33
AT3G53410	229
AT3G53420	9298.83
AT3G53430	4800
AT3G53440	90
AT3G53450	6
AT3G53460	18908.92
AT3G53470	472.50
AT3G53480	9
AT3G53490	150
AT3G53500	1217
AT3G53510	153
AT3G53520	1059.50
AT3G53530	140.50
AT3G53540	580
AT3G53550	0
AT3G53560	1244.75
AT3G53570	357.50
AT3G53580	2114
AT3G53590	3
AT3G53600	2.50
AT3G53610	824.00
AT3G53611	0.50
AT3G53620	520.50
AT3G53630	509
AT3G53640	0
AT3G53650	139
AT3G53668	583.50
AT3G53670	583.50
AT3G53680	137.50
AT3G53690	14
AT3G53700	492
AT3G53710	1159.50
AT3G53720	271
AT3G53730	1442.50
AT3G53740	2966
AT3G53750	737
AT3G53760	285.83
AT3G53770	0
AT3G53775	0
AT3G53780	612.33
AT3G53790	2
AT3G53800	512.50
AT3G53810	323
AT3G53820	0
AT3G53830	46
AT3G53840	6
AT3G53850	250
AT3G53860	42
AT3G53870	5125.67
AT3G53880	215
AT3G53890	2538.50
AT3G53900	746
AT3G53910	0
AT3G53920	944.50
AT3G53930	243
AT3G53940	87
AT3G53950	230
AT3G53960	391
AT3G53965	0
AT3G53970	815.33
AT3G53980	37
AT3G53990	1731.50
AT3G54000	55
AT3G54010	1080
AT3G54020	173.50
AT3G54030	315
AT3G54040	13
AT3G54050	18693.17
AT3G54060	88.50
AT3G54070	0
AT3G54080	534.50
AT3G54085	166
AT3G54090	856
AT3G54100	342
AT3G54110	1379
AT3G54120	150.50
AT3G54130	211
AT3G54140	662
AT3G54150	191
AT3G54160	23
AT3G54170	422.50
AT3G54180	101
AT3G54190	803.50
AT3G54200	423.50
AT3G54210	8811.61
AT3G54220	667
AT3G54230	652.50
AT3G54240	0
AT3G54250	119
AT3G54260	157
AT3G54270	51
AT3G54280	875
AT3G54290	390.50
AT3G54300	783.50
AT3G54310	0
AT3G54320	116
AT3G54340	1
AT3G54350	586.50
AT3G54360	2333.42
AT3G54363	48
AT3G54366	608
AT3G54380	250.00
AT3G54390	150
AT3G54400	1326
AT3G54410	0
AT3G54420	345.50
AT3G54430	194
AT3G54440	1348.25
AT3G54450	12.50
AT3G54460	696.83
AT3G54470	1078.50
AT3G54480	585
AT3G54490	24
AT3G54500	1313.50
AT3G54510	3
AT3G54520	0
AT3G54530	0
AT3G54540	1396
AT3G54550	0
AT3G54560	525
AT3G54570	0
AT3G54580	1
AT3G54590	0
AT3G54600	1707.50
AT3G54610	221
AT3G54620	1267.00
AT3G54625	37.50
AT3G54630	37.50
AT3G54640	2142.00
AT3G54650	579.50
AT3G54660	3999.56
AT3G54670	677
AT3G54680	223.50
AT3G54690	713
AT3G54700	0
AT3G54710	68
AT3G54720	160.50
AT3G54730	1
AT3G54740	124
AT3G54750	438
AT3G54760	1075
AT3G54770	0
AT3G54780	50.50
AT3G54790	491.50
AT3G54800	1
AT3G54802	0
AT3G54804	0
AT3G54810	2670.50
AT3G54820	265
AT3G54826	455
AT3G54830	434.50
AT3G54840	770.50
AT3G54850	504.50
AT3G54860	553.50
AT3G54870	12
AT3G54880	221
AT3G54890	22994.00
AT3G54900	1953
AT3G54910	105
AT3G54920	1481
AT3G54925	0
AT3G54930	89
AT3G54940	0.33
AT3G54950	300
AT3G54960	2131.67
AT3G54970	128.50
AT3G54980	171
AT3G54990	73
AT3G55000	329.25
AT3G55005	235.75
AT3G55010	587.50
AT3G55020	1320.50
AT3G55030	442.50
AT3G55040	1675.17
AT3G55050	418.50
AT3G55060	42.50
AT3G55070	533
AT3G55080	267.50
AT3G55090	42
AT3G55100	0
AT3G55110	182
AT3G55120	544.25
AT3G55130	1221.50
AT3G55140	533.50
AT3G55150	8
AT3G55160	338.50
AT3G55170	510.17
AT3G55180	0
AT3G55190	0
AT3G55200	717.75
AT3G55210	0
AT3G55220	732
AT3G55230	1
AT3G55240	137
AT3G55250	1713
AT3G55252	0
AT3G55254	0
AT3G55260	834.00
AT3G55270	1094
AT3G55280	1304.50
AT3G55290	69.83
AT3G55310	12.17
AT3G55320	553.50
AT3G55330	3496.25
AT3G55340	215
AT3G55350	121.17
AT3G55360	1665.50
AT3G55370	37.50
AT3G55380	427.50
AT3G55390	132.50
AT3G55400	1332.50
AT3G55410	3803
AT3G55420	197
AT3G55430	1033
AT3G55440	14222.28
AT3G55450	918.50
AT3G55460	986
AT3G55470	417.50
AT3G55480	694
AT3G55485	0
AT3G55490	149
AT3G55500	213
AT3G55510	285.50
AT3G55512	0
AT3G55515	1
AT3G55520	825.50
AT3G55530	361.50
AT3G55540	1
AT3G55550	0
AT3G55560	201.50
AT3G55566	0
AT3G55570	0
AT3G55573	0
AT3G55580	11
AT3G55590	0
AT3G55600	152.50
AT3G55605	247
AT3G55610	2780.58
AT3G55620	1050.25
AT3G55630	1492.00
AT3G55640	230.50
AT3G55646	87
AT3G55650	0
AT3G55660	86
AT3G55665	0
AT3G55670	0
AT3G55672	0
AT3G55677	0
AT3G55680	0
AT3G55690	33
AT3G55700	42
AT3G55710	154
AT3G55720	11
AT3G55730	123
AT3G55734	0.50
AT3G55735	0
AT3G55740	376
AT3G55750	1671.00
AT3G55760	549
AT3G55770	2015.50
AT3G55780	0
AT3G55790	2
AT3G55795	0
AT3G55800	25187.00
AT3G55810	0
AT3G55820	50
AT3G55830	928.67
AT3G55840	351.17
AT3G55850	477
AT3G55860	0
AT3G55870	0
AT3G55880	462
AT3G55890	3.33
AT3G55900	8
AT3G55910	11
AT3G55920	323.50
AT3G55930	0
AT3G55940	41
AT3G55950	219
AT3G55960	931
AT3G55970	313.50
AT3G55980	1549.50
AT3G55990	81
AT3G56000	55.33
AT3G56010	1715
AT3G56020	482.83
AT3G56030	99
AT3G56040	1310
AT3G56050	2836.11
AT3G56060	917.33
AT3G56070	554
AT3G56080	246.33
AT3G56085	0
AT3G56090	1189
AT3G56100	52
AT3G56110	482.50
AT3G56120	226.50
AT3G56130	796.50
AT3G56140	1212.50
AT3G56150	3837.11
AT3G56160	1237.50
AT3G56170	588
AT3G56180	2.50
AT3G56190	2736
AT3G56200	743.50
AT3G56210	866.00
AT3G56220	27
AT3G56230	0
AT3G56240	2909.00
AT3G56250	24.50
AT3G56260	130.50
AT3G56270	216
AT3G56290	1851.50
AT3G56300	69.50
AT3G56310	1628.00
AT3G56320	127
AT3G56330	169
AT3G56340	3022.50
AT3G56350	0
AT3G56360	3420
AT3G56370	1321.85
AT3G56380	0
AT3G56390	0
AT3G56400	4816.83
AT3G56408	187.33
AT3G56410	638.67
AT3G56420	1
AT3G56430	327
AT3G56440	149
AT3G56450	105.83
AT3G56460	1673.17
AT3G56470	136.50
AT3G56480	780.50
AT3G56490	918.83
AT3G56500	18.50
AT3G56510	385
AT3G56520	0
AT3G56530	0
AT3G56540	2
AT3G56550	24
AT3G56560	0
AT3G56570	22
AT3G56580	397
AT3G56590	559.50
AT3G56600	0
AT3G56610	0
AT3G56620	94
AT3G56630	610
AT3G56640	245.50
AT3G56650	1472.50
AT3G56660	4
AT3G56670	0
AT3G56680	1840.07
