Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/H553.sam
AT2G07675	2.25
AT2G07676	1.50
AT2G07678	5.50
AT2G07680	219
AT2G07681	6.17
AT2G07684	13
AT2G07687	10.50
AT2G07689	12.50
AT2G07690	311.50
AT2G07691	0
AT2G07692	3
AT2G07695	2.25
AT2G07696	2
AT2G07698	88.50
AT2G07701	0.40
AT2G07702	2.13
AT2G07705	2.00
AT2G07706	16.50
AT2G07707	22.37
AT2G07708	9.62
AT2G07713	0
AT2G07714	1.50
AT2G07715	39
AT2G07718	31.50
AT2G07719	14
AT2G07721	2
AT2G07722	10.33
AT2G07724	0
AT2G07725	12.75
AT2G07727	5
AT2G07728	3
AT2G07732	1
AT2G07734	7.50
AT2G07738	0
AT2G07739	51
AT2G07741	23.20
AT2G07742	0
AT2G07743	0
AT2G07745	0
AT2G07746	0
AT2G07748	0
AT2G07749	5
AT2G07750	0
AT2G07751	4.75
AT2G07752	0
AT2G07753	0.80
AT2G07754	3.02
AT2G07755	0
AT2G07756	0
AT2G07757	0
AT2G07758	0
AT2G07759	3.56
AT2G07760	0
AT2G07761	2.30
AT2G07762	0
AT2G07763	3
AT2G07764	0
AT2G07765	2
AT2G07766	0
AT2G07768	3.50
AT2G07771	2.00
AT2G07772	2.50
AT2G07773	2.33
AT2G07774	57.72
AT2G07775	3.50
AT2G07776	9.50
AT2G07777	21.00
AT2G07778	0
AT2G07779	4
AT2G07785	3.25
AT2G07787	13
AT2G07792	0
AT2G07793	0
AT2G07794	0.50
AT2G07795	2.56
AT2G07798	8
AT2G07806	3.50
AT2G07815	24.50
AT2G07820	0
AT2G07825	1.50
AT2G07827	1.75
AT2G07830	0.75
AT2G07835	2
AT2G07981	0
AT2G08986	0
AT2G09388	0
AT2G09795	227.50
AT2G09838	0
AT2G09840	0
AT2G09970	1
AT2G09990	1190
AT2G10014	0
AT2G10020	0
AT2G10260	0
AT2G10340	0
AT2G10440	0
AT2G10450	0
AT2G10535	0
AT2G10537	0
AT2G10550	0
AT2G10557	0
AT2G10560	0
AT2G10602	0
AT2G10606	1
AT2G10608	0
AT2G10920	0
AT2G10921	2
AT2G10930	11
AT2G10931	33
AT2G10940	16439.18
AT2G10950	423.50
AT2G10965	0
AT2G10970	0
AT2G10975	0
AT2G11000	441
AT2G11005	0
AT2G11010	0
AT2G11015	0
AT2G11200	0
AT2G11270	1.50
AT2G11271	4.50
AT2G11405	0
AT2G11462	0
AT2G11520	986
AT2G11522	0
AT2G11570	0
AT2G11620	0
AT2G11623	0
AT2G11626	0
AT2G11651	0
AT2G11773	0
AT2G11778	0
AT2G11810	20
AT2G11851	0
AT2G11852	0
AT2G11890	1101.62
AT2G11891	6.50
AT2G11910	1053.50
AT2G12170	48
AT2G12190	71
AT2G12200	0
AT2G12280	0
AT2G12290	0
AT2G12400	291.50
AT2G12405	0
AT2G12461	56
AT2G12462	185.50
AT2G12465	1
AT2G12475	0
AT2G12480	0
AT2G12550	208.50
AT2G12557	0
AT2G12646	4
AT2G12875	0
AT2G12880	0
AT2G12900	0
AT2G12905	0
AT2G12935	0
AT2G12940	0
AT2G12945	0
AT2G12977	0
AT2G13100	492
AT2G13125	0
AT2G13126	0
AT2G13150	0
AT2G13272	0
AT2G13273	0
AT2G13290	436.50
AT2G13295	0
AT2G13350	0
AT2G13360	21557.67
AT2G13363	0
AT2G13370	887.58
AT2G13422	2
AT2G13430	8
AT2G13440	622
AT2G13450	0
AT2G13463	0
AT2G13500	0
AT2G13510	0
AT2G13540	684
AT2G13542	0
AT2G13547	11
AT2G13550	17
AT2G13560	3657.17
AT2G13570	10
AT2G13600	78
AT2G13610	232.50
AT2G13620	0
AT2G13623	0
AT2G13630	0
AT2G13640	0
AT2G13650	398.50
AT2G13660	70.00
AT2G13665	70.00
AT2G13680	12
AT2G13690	147
AT2G13720	0
AT2G13760	14
AT2G13770	6
AT2G13790	2885.24
AT2G13800	801.74
AT2G13810	585
AT2G13820	87.50
AT2G13840	157.50
AT2G13895	0
AT2G13900	0
AT2G13950	0
AT2G13960	9
AT2G13980	0
AT2G14000	0
AT2G14045	496.50
AT2G14050	67
AT2G14060	0
AT2G14070	1
AT2G14080	1044
AT2G14095	1
AT2G14100	0
AT2G14110	131.50
AT2G14115	44
AT2G14120	1385
AT2G14160	0
AT2G14170	992.67
AT2G14206	0
AT2G14210	0
AT2G14247	64
AT2G14255	513.00
AT2G14260	1193.25
AT2G14270	0
AT2G14282	0
AT2G14285	158
AT2G14288	0
AT2G14289	0
AT2G14290	28
AT2G14365	0
AT2G14378	0
AT2G14390	0
AT2G14440	0
AT2G14460	206.50
AT2G14500	0
AT2G14510	0
AT2G14520	89
AT2G14530	228
AT2G14540	0
AT2G14560	7917.83
AT2G14580	32
AT2G14610	27543.78
AT2G14620	72
AT2G14635	1
AT2G14660	83.50
AT2G14670	0
AT2G14680	328
AT2G14690	5.50
AT2G14692	0
AT2G14700	0
AT2G14710	0
AT2G14720	2174.67
AT2G14740	939.75
AT2G14750	3871.25
AT2G14760	0
AT2G14800	20
AT2G14810	0
AT2G14820	0
AT2G14830	68.50
AT2G14835	814.50
AT2G14846	0
AT2G14850	172.50
AT2G14860	99
AT2G14870	0
AT2G14878	865
AT2G14880	988
AT2G14890	1546.50
AT2G14900	93.50
AT2G14910	3707.00
AT2G14920	0
AT2G14935	0
AT2G14960	3.50
AT2G15000	198.67
AT2G15010	0
AT2G15020	814.50
AT2G15025	0
AT2G15029	5
AT2G15042	470
AT2G15050	1024.28
AT2G15080	992
AT2G15090	1346.92
AT2G15110	0
AT2G15128	81
AT2G15130	9
AT2G15170	1
AT2G15180	0
AT2G15185	0
AT2G15220	12.50
AT2G15230	287
AT2G15240	559.50
AT2G15260	0
AT2G15270	204
AT2G15280	242
AT2G15290	2304.67
AT2G15292	328
AT2G15300	56
AT2G15310	83
AT2G15318	0
AT2G15320	443.50
AT2G15325	0
AT2G15327	0
AT2G15340	3
AT2G15345	0
AT2G15350	1
AT2G15360	0
AT2G15370	0
AT2G15390	937
AT2G15400	8
AT2G15420	0
AT2G15430	330
AT2G15440	30
AT2G15450	0
AT2G15460	0
AT2G15470	0
AT2G15480	97
AT2G15490	22
AT2G15500	0
AT2G15530	485.50
AT2G15535	0
AT2G15555	0
AT2G15560	398.33
AT2G15570	405.50
AT2G15580	956
AT2G15590	0
AT2G15610	0
AT2G15620	5368.33
AT2G15630	39
AT2G15640	0
AT2G15660	0
AT2G15670	0
AT2G15680	24
AT2G15690	443
AT2G15695	513
AT2G15710	0
AT2G15730	126
AT2G15740	0
AT2G15760	71
AT2G15770	0
AT2G15780	0
AT2G15790	207.17
AT2G15820	523.72
AT2G15830	60.50
AT2G15860	617.50
AT2G15880	103.50
AT2G15890	1814.00
AT2G15900	609.50
AT2G15910	591.83
AT2G15930	0
AT2G15950	0
AT2G15960	494
AT2G15970	3584.17
AT2G15980	80.50
AT2G16005	0
AT2G16015	0
AT2G16016	0
AT2G16018	0
AT2G16019	0
AT2G16020	0
AT2G16030	0
AT2G16040	0
AT2G16050	55
AT2G16060	75
AT2G16070	499.75
AT2G16090	254.50
AT2G16120	0
AT2G16130	0
AT2G16145	0
AT2G16190	0
AT2G16200	0
AT2G16210	1
AT2G16220	0
AT2G16225	0
AT2G16230	0
AT2G16240	0
AT2G16245	59.33
AT2G16250	189.83
AT2G16270	68
AT2G16280	2190
AT2G16290	0
AT2G16300	0
AT2G16340	0
AT2G16360	1
AT2G16365	1048.50
AT2G16370	475
AT2G16380	672.17
AT2G16385	0
AT2G16390	130.42
AT2G16400	540.50
AT2G16405	379.50
AT2G16430	1552.25
AT2G16440	350
AT2G16450	0
AT2G16460	341.50
AT2G16485	704.50
AT2G16490	0
AT2G16500	3846.67
AT2G16505	0
AT2G16510	2900.50
AT2G16520	0
AT2G16530	196
AT2G16535	0
AT2G16570	11
AT2G16575	0
AT2G16580	5
AT2G16586	3.33
AT2G16592	0
AT2G16594	0
AT2G16595	121
AT2G16600	10773.03
AT2G16620	0
AT2G16630	241
AT2G16640	1068
AT2G16650	202
AT2G16660	5872.33
AT2G16668	0
AT2G16676	0
AT2G16700	796.50
AT2G16710	673.50
AT2G16720	98
AT2G16730	0
AT2G16740	263
AT2G16750	134.83
AT2G16760	10
AT2G16770	113
AT2G16780	293.92
AT2G16790	52
AT2G16800	414.50
AT2G16810	0
AT2G16835	0
AT2G16850	197.50
AT2G16860	687.33
AT2G16870	202
AT2G16880	212.50
AT2G16881	0
AT2G16890	277
AT2G16900	735.50
AT2G16910	7
AT2G16920	577.50
AT2G16930	594
AT2G16940	1235
AT2G16950	1768.50
AT2G16955	0
AT2G16960	0
AT2G16970	0
AT2G16980	1
AT2G16990	53
AT2G17000	0
AT2G17010	1
AT2G17020	333.50
AT2G17030	190.50
AT2G17033	1022.00
AT2G17036	23.50
AT2G17040	2221.33
AT2G17043	0
AT2G17050	2
AT2G17055	4
AT2G17060	6
AT2G17070	1
AT2G17080	5
AT2G17090	0
AT2G17110	353
AT2G17120	1777
AT2G17130	888.50
AT2G17140	45.50
AT2G17150	169.50
AT2G17160	0
AT2G17170	0
AT2G17180	0
AT2G17190	1736.25
AT2G17200	2616.00
AT2G17210	20
AT2G17220	1500.50
AT2G17230	1293.50
AT2G17240	1137
AT2G17250	440.00
AT2G17260	53
AT2G17265	997.50
AT2G17270	97
AT2G17280	81.50
AT2G17290	1034.50
AT2G17295	0
AT2G17300	104.50
AT2G17305	0
AT2G17310	0
AT2G17320	348
AT2G17340	1391.67
AT2G17350	234.75
AT2G17360	2771.00
AT2G17370	144
AT2G17380	834.00
AT2G17390	1913.50
AT2G17410	818.50
AT2G17420	1893.00
AT2G17430	8
AT2G17440	475.50
AT2G17442	59.50
AT2G17450	498.50
AT2G17470	22
AT2G17480	725.50
AT2G17500	220.50
AT2G17510	762
AT2G17520	1064.83
AT2G17525	96
AT2G17530	449
AT2G17540	355
AT2G17550	411.50
AT2G17556	0
AT2G17560	750.50
AT2G17570	99
AT2G17580	336
AT2G17590	0
AT2G17600	0
AT2G17620	19.25
AT2G17630	224.50
AT2G17640	130
AT2G17650	82
AT2G17660	2
AT2G17670	149.50
AT2G17680	0
AT2G17690	7.50
AT2G17695	949.50
AT2G17700	446.50
AT2G17705	199
AT2G17710	215
AT2G17720	1080
AT2G17723	0
AT2G17730	380.00
AT2G17740	33
AT2G17750	0
AT2G17760	1043.50
AT2G17770	3
AT2G17780	261.50
AT2G17785	0
AT2G17787	141
AT2G17790	1391.75
AT2G17800	518
AT2G17810	0
AT2G17820	771.75
AT2G17830	34.50
AT2G17840	2590
AT2G17845	0
AT2G17850	9
AT2G17860	0
AT2G17870	432.17
AT2G17880	154
AT2G17890	0
AT2G17900	57.50
AT2G17920	0
AT2G17930	1319.42
AT2G17940	2
AT2G17950	0
AT2G17960	0
AT2G17970	204
AT2G17972	473.25
AT2G17975	145.00
AT2G17980	1041.50
AT2G17990	544.75
AT2G18000	101
AT2G18010	7
AT2G18020	5889.83
AT2G18030	328
AT2G18040	1789.50
AT2G18050	53
AT2G18060	9
AT2G18070	0
AT2G18080	0
AT2G18090	829.50
AT2G18100	34.50
AT2G18110	1092
AT2G18120	18
AT2G18130	0
AT2G18140	0
AT2G18150	23
AT2G18160	845.67
AT2G18162	845.67
AT2G18170	433.50
AT2G18180	7
AT2G18190	0
AT2G18193	32
AT2G18196	8
AT2G18200	0
AT2G18210	20
AT2G18220	321
AT2G18230	841.33
AT2G18240	212
AT2G18245	225
AT2G18250	286.50
AT2G18260	34
AT2G18270	264.50
AT2G18280	1980.00
AT2G18290	561
AT2G18300	1100.33
AT2G18310	0
AT2G18320	0
AT2G18328	548
AT2G18330	245.50
AT2G18340	3
AT2G18350	106
AT2G18360	27.50
AT2G18370	16
AT2G18380	21
AT2G18390	253
AT2G18400	157.50
AT2G18410	123
AT2G18420	0
AT2G18440	2190
AT2G18450	1
AT2G18460	4
AT2G18465	175.50
AT2G18470	2
AT2G18480	0
AT2G18490	0
AT2G18500	17.50
AT2G18510	641.83
AT2G18520	72
AT2G18530	0
AT2G18540	0
AT2G18550	4
AT2G18560	152
AT2G18570	67
AT2G18590	0
AT2G18600	24
AT2G18610	0
AT2G18620	8
AT2G18630	504.50
AT2G18640	0
AT2G18650	80
AT2G18660	1279.50
AT2G18670	363.17
AT2G18680	130.17
AT2G18690	3612.33
AT2G18700	681
AT2G18710	2085.67
AT2G18720	8
AT2G18721	0
AT2G18730	1110
AT2G18735	57
AT2G18740	831.50
AT2G18750	1035.67
AT2G18760	222
AT2G18770	407.50
AT2G18780	18
AT2G18790	1495.67
AT2G18800	0
AT2G18810	0
AT2G18830	0
AT2G18840	427
AT2G18850	132.50
AT2G18860	412.50
AT2G18870	0
AT2G18876	266.17
AT2G18880	12
AT2G18890	143
AT2G18900	286.83
AT2G18910	404
AT2G18915	334
AT2G18917	28
AT2G18920	0
AT2G18930	0
AT2G18938	12
AT2G18940	574.67
AT2G18950	1046.50
AT2G18960	14742.00
AT2G18969	6.50
AT2G18970	6.50
AT2G18980	8
AT2G18990	218
AT2G19000	0
AT2G19010	0
AT2G19020	0
AT2G19030	0
AT2G19040	0
AT2G19045	0
AT2G19050	0
AT2G19060	0
AT2G19070	0
AT2G19080	440
AT2G19090	73.50
AT2G19110	296
AT2G19120	87.33
AT2G19130	746.50
AT2G19146	0
AT2G19150	0
AT2G19160	496.50
AT2G19170	237.50
AT2G19180	364
AT2G19190	352.50
AT2G19210	0
AT2G19220	0
AT2G19230	0
AT2G19240	12
AT2G19260	175
AT2G19270	493.50
AT2G19280	147
AT2G19290	7.50
AT2G19300	0
AT2G19310	978.67
AT2G19320	0
AT2G19330	10.33
AT2G19340	100.33
AT2G19350	98
AT2G19360	0
AT2G19380	33
AT2G19385	186.50
AT2G19390	374
AT2G19400	112
AT2G19410	0
AT2G19420	0
AT2G19425	0
AT2G19430	244.00
AT2G19440	2
AT2G19450	652.33
AT2G19460	118.50
AT2G19470	850.50
AT2G19480	3225.00
AT2G19490	110
AT2G19500	0
AT2G19510	0
AT2G19520	995.50
AT2G19530	58
AT2G19540	1066.50
AT2G19550	5.50
AT2G19560	244
AT2G19570	415.17
AT2G19572	415.17
AT2G19580	37.50
AT2G19582	20.50
AT2G19590	85
AT2G19600	315
AT2G19610	3
AT2G19620	236
AT2G19630	0
AT2G19640	180
AT2G19650	405.50
AT2G19660	2.50
AT2G19670	130.50
AT2G19680	675.33
AT2G19690	138.50
AT2G19700	4
AT2G19710	509
AT2G19720	65.50
AT2G19730	3415.50
AT2G19740	1156.50
AT2G19750	579.50
AT2G19760	1936.67
AT2G19770	0
AT2G19780	150.50
AT2G19790	1080.50
AT2G19796	0
AT2G19800	31
AT2G19802	0
AT2G19810	171
AT2G19820	0
AT2G19830	1976.08
AT2G19850	0
AT2G19860	349.50
AT2G19870	657.67
AT2G19880	606
AT2G19890	0
AT2G19893	0
AT2G19900	1
AT2G19910	38
AT2G19920	24
AT2G19930	59.50
AT2G19940	1119.00
AT2G19950	493.50
AT2G19960	0
AT2G19970	30
AT2G19980	17
AT2G19990	12
AT2G20000	507.75
AT2G20010	758.50
AT2G20020	891
AT2G20030	2
AT2G20050	1148.50
AT2G20060	672
AT2G20070	0
AT2G20080	0
AT2G20100	141
AT2G20110	90
AT2G20120	435.07
AT2G20130	395.77
AT2G20140	1059
AT2G20142	458.83
AT2G20150	15.50
AT2G20160	0
AT2G20170	27.50
AT2G20180	294
AT2G20190	1765.61
AT2G20208	0
AT2G20210	79
AT2G20230	1172.61
AT2G20240	141.50
AT2G20250	56.50
AT2G20260	9257.25
AT2G20270	1551.67
AT2G20280	1027.33
AT2G20290	111.50
AT2G20300	440
AT2G20310	186
AT2G20320	342
AT2G20330	667
AT2G20340	824.50
AT2G20350	0
AT2G20360	2492.00
AT2G20362	13
AT2G20370	792.50
AT2G20380	0
AT2G20390	356
AT2G20400	171
AT2G20410	214.50
AT2G20420	3420.83
AT2G20430	0
AT2G20440	164
AT2G20450	1384
AT2G20453	0
AT2G20463	0
AT2G20465	0
AT2G20470	5.50
AT2G20480	26
AT2G20490	303
AT2G20495	139.00
AT2G20500	56.50
AT2G20510	1
AT2G20515	31
AT2G20520	0
AT2G20530	908.83
AT2G20540	36.50
AT2G20550	36.50
AT2G20560	198
AT2G20562	23
AT2G20570	4819.33
AT2G20580	2702
AT2G20585	310.50
AT2G20590	46
AT2G20595	0
AT2G20597	0
AT2G20605	0
AT2G20610	4959.92
AT2G20613	0
AT2G20616	0
AT2G20618	0
AT2G20619	0
AT2G20620	2
AT2G20625	0
AT2G20630	2276.50
AT2G20635	65.50
AT2G20650	165
AT2G20660	0
AT2G20670	226.50
AT2G20680	103
AT2G20690	1080.50
AT2G20700	42
AT2G20710	60.50
AT2G20720	39.50
AT2G20721	13.67
AT2G20722	12.67
AT2G20723	18.67
AT2G20725	761
AT2G20740	625
AT2G20750	56
AT2G20760	2040.67
AT2G20770	110.50
AT2G20780	607.50
AT2G20784	0
AT2G20790	781.00
AT2G20800	0
AT2G20805	0
AT2G20810	366.17
AT2G20815	110.17
AT2G20820	1819.25
AT2G20825	1
AT2G20830	509.50
AT2G20835	12
AT2G20840	170.50
AT2G20850	430.50
AT2G20860	1673.25
AT2G20870	37
AT2G20875	36.50
AT2G20880	55
AT2G20890	10058.75
AT2G20900	888.17
AT2G20920	1876
AT2G20921	0
AT2G20930	596.50
AT2G20940	88
AT2G20950	759.50
AT2G20960	1404.83
AT2G20970	0
AT2G20980	81
AT2G20990	3781.17
AT2G21010	1
AT2G21030	0
AT2G21040	0
AT2G21045	4
AT2G21050	184
AT2G21060	234.50
AT2G21070	80
AT2G21080	224
AT2G21090	112.50
AT2G21100	4.50
AT2G21110	0
AT2G21120	1018
AT2G21130	296.50
AT2G21140	1554.17
AT2G21150	315.83
AT2G21160	2363
AT2G21170	7437.83
AT2G21180	72
AT2G21185	120.83
AT2G21187	122.58
AT2G21188	83.00
AT2G21190	1031.67
AT2G21195	89
AT2G21200	25
AT2G21210	692
AT2G21220	62
AT2G21230	675.25
AT2G21235	0
AT2G21237	0
AT2G21240	577.00
AT2G21250	2049.00
AT2G21260	87.67
AT2G21270	1359.25
AT2G21280	1737.00
AT2G21290	462.83
AT2G21300	529.50
AT2G21320	318
AT2G21330	23145.92
AT2G21340	1082.50
AT2G21350	66.50
AT2G21360	0
AT2G21370	665
AT2G21380	1200.25
AT2G21385	1516.83
AT2G21390	4173.67
AT2G21400	0
AT2G21410	1578.50
AT2G21420	0
AT2G21430	27.50
AT2G21440	614.50
AT2G21450	1
AT2G21465	0
AT2G21470	1051.67
AT2G21480	0
AT2G21490	2
AT2G21500	568.50
AT2G21510	91.50
AT2G21520	2250.94
AT2G21530	2902.33
AT2G21540	276.50
AT2G21550	47
AT2G21560	76
AT2G21570	0
AT2G21580	1274.00
AT2G21590	147.33
AT2G21600	1037.50
AT2G21610	2
AT2G21620	1539.33
AT2G21630	231.50
AT2G21640	107
AT2G21650	157.50
AT2G21655	0
AT2G21660	17419.35
AT2G21670	0
AT2G21680	0
AT2G21690	0
AT2G21700	0
AT2G21710	110
AT2G21720	0
AT2G21725	0
AT2G21727	0
AT2G21730	1.75
AT2G21740	0.50
AT2G21750	0
AT2G21760	0
AT2G21770	37
AT2G21780	2
AT2G21790	1306.50
AT2G21800	28
AT2G21810	0
AT2G21820	0
AT2G21830	156.50
AT2G21840	7
AT2G21850	144
AT2G21860	974
AT2G21870	5307.67
AT2G21880	77
AT2G21890	17.75
AT2G21900	6
AT2G21910	3
AT2G21920	0
AT2G21930	1
AT2G21940	236.83
AT2G21950	409.00
AT2G21960	1862.67
AT2G21970	1854.58
AT2G21980	0
AT2G21990	8
AT2G22000	86
AT2G22010	1174.50
AT2G22030	0
AT2G22040	0
AT2G22050	0
AT2G22055	0
AT2G22060	0
AT2G22070	24.50
AT2G22080	376.33
AT2G22088	10.17
AT2G22090	254.17
AT2G22100	177.50
AT2G22110	0
AT2G22120	243.50
AT2G22121	0
AT2G22122	9
AT2G22125	2558.58
AT2G22140	29
AT2G22145	0
AT2G22155	0
AT2G22160	0
AT2G22170	886.67
AT2G22180	0
AT2G22190	292.50
AT2G22200	77
AT2G22201	0
AT2G22220	0
AT2G22230	734.50
AT2G22240	418
AT2G22241	0
AT2G22250	373.50
AT2G22260	44.50
AT2G22270	101
AT2G22280	0
AT2G22290	3
AT2G22300	1435.83
AT2G22310	123.83
AT2G22320	1
AT2G22330	1375.50
AT2G22340	1
AT2G22345	0
AT2G22360	1542.50
AT2G22370	175.75
AT2G22380	0
AT2G22400	816
AT2G22410	44
AT2G22420	95
AT2G22425	922
AT2G22426	1
AT2G22430	5066.33
AT2G22440	0
AT2G22450	552.50
AT2G22460	1
AT2G22470	246
AT2G22475	382
AT2G22480	1246
AT2G22482	33
AT2G22490	684.67
AT2G22496	1
AT2G22500	4164.67
AT2G22510	45.50
AT2G22520	0
AT2G22530	222
AT2G22540	1672.00
AT2G22560	79.50
AT2G22570	171.50
AT2G22580	0
AT2G22590	6
AT2G22600	3.50
AT2G22610	68
AT2G22620	17
AT2G22630	0
AT2G22640	218.50
AT2G22650	88
AT2G22660	1009.50
AT2G22668	0
AT2G22670	2604.00
AT2G22680	22
AT2G22690	164
AT2G22720	1207
AT2G22730	31.50
AT2G22740	237
AT2G22750	0
AT2G22760	11
AT2G22770	90
AT2G22780	2109
AT2G22790	35
AT2G22795	566
AT2G22800	63
AT2G22802	0
AT2G22805	0
AT2G22807	0
AT2G22810	32
AT2G22820	0.50
AT2G22821	5.50
AT2G22830	201
AT2G22840	226
AT2G22850	69.50
AT2G22860	154
AT2G22870	310.50
AT2G22880	72.50
AT2G22890	51
AT2G22900	207
AT2G22905	18.50
AT2G22910	567
AT2G22920	29.33
AT2G22930	224.50
AT2G22940	0
AT2G22941	0
AT2G22942	0
AT2G22950	0
AT2G22955	0
AT2G22960	0
AT2G22970	443.50
AT2G22980	681.58
AT2G22990	7949.36
AT2G23000	739.81
AT2G23010	457.33
AT2G23020	0
AT2G23030	0
AT2G23040	45
AT2G23050	1
AT2G23060	4
AT2G23067	0
AT2G23070	1617.50
AT2G23080	619.67
AT2G23090	3376.42
AT2G23093	77
AT2G23096	0
AT2G23100	112
AT2G23110	9.50
AT2G23118	2
AT2G23120	2592.33
AT2G23130	1307.50
AT2G23140	513.50
AT2G23142	0
AT2G23148	0
AT2G23149	0
AT2G23150	189.50
AT2G23160	0
AT2G23170	613
AT2G23171	0
AT2G23180	137
AT2G23190	0
AT2G23200	1247.67
AT2G23210	0
AT2G23220	0
AT2G23230	2
AT2G23240	0
AT2G23250	0
AT2G23260	1
AT2G23270	8
AT2G23290	296
AT2G23300	39
AT2G23310	534
AT2G23320	1679.50
AT2G23321	0
AT2G23340	391
AT2G23347	2
AT2G23348	13
AT2G23350	3830.83
AT2G23360	191
AT2G23370	223.00
AT2G23380	276.75
AT2G23390	1136.50
AT2G23400	0
AT2G23410	0
AT2G23420	1276
AT2G23430	376
AT2G23440	0
AT2G23450	875.50
AT2G23460	713
AT2G23470	116.50
AT2G23510	0
AT2G23520	274
AT2G23530	16
AT2G23540	17
AT2G23550	13
AT2G23560	104
AT2G23570	0
AT2G23580	0
AT2G23590	68.83
AT2G23600	3275.83
AT2G23610	1002
AT2G23620	33
AT2G23630	0
AT2G23640	1
AT2G23650	0
AT2G23660	0
AT2G23670	1708.50
AT2G23672	1708.50
AT2G23680	559
AT2G23690	51.67
AT2G23700	149.50
AT2G23740	327.33
AT2G23755	78.33
AT2G23760	1104.83
AT2G23770	256.50
AT2G23780	516
AT2G23790	245
AT2G23800	0
AT2G23810	2709
AT2G23820	599.50
AT2G23830	41
AT2G23834	0
AT2G23840	641
AT2G23890	279
AT2G23900	1
AT2G23910	532.50
AT2G23920	0
AT2G23930	1217.50
AT2G23940	451.50
AT2G23945	33
AT2G23950	238.50
AT2G23960	17
AT2G23970	2
AT2G23980	685.50
AT2G23985	269.00
AT2G23990	0
AT2G24000	0
AT2G24010	5.50
AT2G24020	2891.83
AT2G24030	7
AT2G24040	197.50
AT2G24050	784.50
AT2G24060	1497.50
AT2G24070	4
AT2G24080	0
AT2G24090	6148.33
AT2G24100	239.50
AT2G24103	0
AT2G24120	882
AT2G24130	0
AT2G24140	12
AT2G24150	838.50
AT2G24170	316
AT2G24180	1726.83
AT2G24190	86.50
AT2G24200	5767
AT2G24205	0
AT2G24210	16
AT2G24220	90.50
AT2G24230	178
AT2G24240	151
AT2G24250	67.67
AT2G24255	0
AT2G24260	73
AT2G24270	5351.00
AT2G24280	1681.17
AT2G24285	4
AT2G24290	278.50
AT2G24300	18
AT2G24310	13
AT2G24320	4
AT2G24330	689.50
AT2G24340	1
AT2G24350	68.50
AT2G24360	2676.50
AT2G24370	2
AT2G24380	0
AT2G24390	370.50
AT2G24395	316.50
AT2G24400	1
AT2G24410	0
AT2G24420	1993.92
AT2G24430	2
AT2G24440	45
AT2G24450	0
AT2G24460	0
AT2G24470	0
AT2G24480	0.50
AT2G24490	150.67
AT2G24500	593.50
AT2G24510	0
AT2G24513	0
AT2G24520	308
AT2G24530	84.33
AT2G24540	131.50
AT2G24545	131.50
AT2G24550	571
AT2G24560	2
AT2G24570	369.50
AT2G24580	217
AT2G24590	564.50
AT2G24592	71.50
AT2G24600	2281.17
AT2G24610	19
AT2G24615	0
AT2G24617	0
AT2G24620	0
AT2G24625	0
AT2G24630	161
AT2G24640	338
AT2G24645	123
AT2G24650	219
AT2G24670	0
AT2G24680	13
AT2G24681	0
AT2G24683	6
AT2G24690	204.50
AT2G24692	4
AT2G24693	0
AT2G24696	1
AT2G24700	67
AT2G24710	0
AT2G24720	0
AT2G24735	0
AT2G24740	0
AT2G24755	244
AT2G24762	176.50
AT2G24765	850.50
AT2G24780	0
AT2G24790	3769.00
AT2G24800	2
AT2G24810	0
AT2G24820	2159.42
AT2G24830	283
AT2G24834	0
AT2G24840	0
AT2G24850	9104.75
AT2G24860	1005
AT2G24870	17
AT2G24880	0
AT2G24940	1562.83
AT2G24945	1562.83
AT2G24950	0
AT2G24960	117
AT2G24970	65.50
AT2G24980	1
AT2G24990	344.33
AT2G25000	303.50
AT2G25010	252.50
AT2G25011	0
AT2G25050	186.50
AT2G25052	2
AT2G25060	296
AT2G25070	809.50
AT2G25080	6081.72
AT2G25090	31
AT2G25095	0
AT2G25100	276.75
AT2G25110	2497.83
AT2G25120	0
AT2G25130	19
AT2G25140	286.50
AT2G25150	23
AT2G25160	0
AT2G25169	0.50
AT2G25170	1154.00
AT2G25171	0
AT2G25180	278.33
AT2G25185	0
AT2G25190	562.50
AT2G25200	232
AT2G25210	414.50
AT2G25220	171.50
AT2G25230	0
AT2G25240	40
AT2G25250	585
AT2G25260	44
AT2G25270	220
AT2G25280	681.83
AT2G25290	258.50
AT2G25295	0
AT2G25300	137
AT2G25305	0
AT2G25310	620
AT2G25312	0
AT2G25320	737
AT2G25330	1
AT2G25340	0
AT2G25344	0
AT2G25350	127.33
AT2G25355	163.50
AT2G25360	1.50
AT2G25370	0
AT2G25400	0
AT2G25409	0.33
AT2G25410	0.33
AT2G25420	194.33
AT2G25430	1848.33
AT2G25440	235
AT2G25450	11786.33
AT2G25460	54.25
AT2G25470	22
AT2G25480	291
AT2G25482	0
AT2G25490	2524.33
AT2G25500	0
AT2G25510	58529.28
AT2G25520	2936.50
AT2G25530	126
AT2G25540	3
AT2G25560	166.62
AT2G25565	0
AT2G25570	171
AT2G25580	139.50
AT2G25590	191.50
AT2G25600	0
AT2G25605	341
AT2G25610	619.62
AT2G25620	373.50
AT2G25625	183
AT2G25630	0
AT2G25640	156
AT2G25650	250.50
AT2G25660	777
AT2G25670	1546.83
AT2G25680	53
AT2G25685	0
